Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
17/08/2015;7.3;10.5;0;20.32;56.75;2.366.667
18/08/2015;9.8;6.7;0;20.68;67.75;.533333
19/08/2015;5.4;8.4;0;22.8;57.25;1.2
20/08/2015;6;9.5;2.5;19.48;68.5;.666667
21/08/2015;5.5;.3;0;17.08;76.5;.966667
22/08/2015;3.5;5;0;20.52;67.75;0
23/08/2015;4.7;10.1;0;20.64;62.25;1.2
24/08/2015;6.6;4.3;0;20.4;67.75;2.633.333
25/08/2015;5.7;0;8.2;18.16;94;.533333
26/08/2015;1;3.2;10.4;18.92;83.75;.5
27/08/2015;2.5;2.3;0;18.8;81.75;3.866.667
28/08/2015;4.6;1.5;.3;18.58;72;1.3
29/08/2015;5.5;9.4;0;19.44;69.75;.533333
30/08/2015;4.1;9.7;0;21.26;63.5;.533333
31/08/2015;5.7;10.5;0;22.44;54;.666667
01/09/2015;6.7;10.3;0;22.6;55.5;1.5
02/09/2015;11.9;0;0;18.44;73.25;3.4
03/09/2015;4.5;4.2;0;20.24;74;.766667
04/09/2015;4.5;6.9;0;20.64;71;2.2
05/09/2015;4.9;0;1.8;16.36;89.25;3.333.333
06/09/2015;2.2;0;9.2;17.12;93.75;0
07/09/2015;.8;0;.4;18.68;96;.666667
08/09/2015;.6;0;3.6;18.84;93;3.2
09/09/2015;.6;.4;20;19.92;85.5;1.766.667
10/09/2015;2.3;.7;0;20.44;83.25;.666667
11/09/2015;2.5;0;16;19.52;95;1.5
12/09/2015;.8;0;9;17.76;83.75;1.633.333
13/09/2015;1.5;0;12.9;16.14;91.5;2.866.667
14/09/2015;1.2;0;0;17.3;92;1.3
15/09/2015;1.1;5.7;.5;21.64;78.5;.5
16/09/2015;1.6;9.7;0;23.92;70;0
17/09/2015;5.6;10.2;0;24.52;56;.533333
18/09/2015;6.7;10.2;0;25.6;51.75;0
19/09/2015;8.5;10.8;0;25.98;42.25;.766667
20/09/2015;9.8;10.2;0;23.4;64.5;2.633.333
21/09/2015;8.3;10.1;0;24.64;64.5;1.366.667
22/09/2015;8.8;9.1;0;24.28;61.75;1.333.333
23/09/2015;6.7;8.8;0;25.58;51.75;0
24/09/2015;8.1;10.4;0;26.12;52;.866667
25/09/2015;9;8.1;0;24.9;59.25;1.066.667
26/09/2015;8.6;2;3.6;23.56;69.75;1.766.667
27/09/2015;5.3;6.5;0;23.36;78.75;1.333.333
28/09/2015;4.1;0;10.6;21.44;88;.533333
29/09/2015;1.8;0;0;21.72;87.75;.533333
30/09/2015;1.5;0;0;22;86;.433333
01/10/2015;1.6;1;.1;22.6;82.75;1.966.667
02/10/2015;3.6;8.1;9.6;25.12;64.75;2.666.667
03/10/2015;6;1.7;0;24.08;69.25;3.6
04/10/2015;4.8;.2;0;21.52;91.5;.433333
05/10/2015;2.2;2.3;6.8;20.04;80.75;1.9
06/10/2015;4.4;.7;0;20.06;69.5;2.466.667
07/10/2015;4.9;8.8;0;22.88;62.25;.533333
08/10/2015;5.8;8.1;0;24.2;60.25;.533333
09/10/2015;5.9;9.7;0;24.46;57.75;1.4
10/10/2015;8.6;7.6;0;24.76;59.5;.933333
11/10/2015;7.9;10.7;0;25.64;57.75;1.5
12/10/2015;8.1;9.3;0;25.32;65.25;.2
13/10/2015;9;3.6;0;24.1;67.25;1.666.667
14/10/2015;7.5;9.8;0;24.52;66.75;1.4
15/10/2015;7.8;9.9;0;26.28;43.75;0
16/10/2015;10;9.8;0;27.7;44.5;.666667
17/10/2015;12;6.1;0;24.48;71.5;1.1
18/10/2015;6.6;0;.2;20.52;76.75;3.066.667
19/10/2015;4.9;0;0;20.28;82;.833333
20/10/2015;2.9;7.1;.7;25.16;65.75;.933333
21/10/2015;5.4;2;.1;25.04;70;0
22/10/2015;5.8;4.8;0;24.2;86.5;1.966.667
23/10/2015;3.3;4.1;13;23.32;72.75;2.266.667
24/10/2015;5.7;.2;0;21.68;81.5;2.6
25/10/2015;4.5;1.7;0;20.68;82.5;3.3
26/10/2015;3.3;2.3;.5;22.24;76.5;1.2
27/10/2015;2.7;2.3;4;22.52;86.75;1.6
28/10/2015;2.5;.6;17.2;23.2;81.75;1.2
29/10/2015;2.5;2;7.8;22.12;73.25;2.3
30/10/2015;4.7;9.7;.2;23.6;67.25;3.533.333
31/10/2015;7;8.1;0;26.1;56.25;.333333
01/11/2015;8.8;1.4;0;23.8;86;1.766.667
02/11/2015;2.2;.3;45.3;22.28;91.5;1.2
03/11/2015;1;0;27.4;23;92.25;0
04/11/2015;1;5.8;3.4;24.74;80.75;0
05/11/2015;3.6;6.4;2.4;25.12;77.5;1.166.667
06/11/2015;4.2;1;0;23.48;88.5;0
07/11/2015;2.6;2;30.6;22.96;83.75;1.866.667
08/11/2015;2.5;1.4;31;22.68;80.75;.666667
09/11/2015;2.2;2.5;.2;23.84;82.25;1.066.667
10/11/2015;2.3;7.2;0;25.52;67.25;.666667
11/11/2015;4.7;4.8;.2;25.68;69;1.633.333
12/11/2015;5.3;5.5;0;25.04;71.25;1.433.333
13/11/2015;5.1;8.8;0;26.12;63;.966667
14/11/2015;6;7;0;27.54;61;1.366.667
15/11/2015;6.8;1;0;24.24;86.25;1.333.333
16/11/2015;2;.5;9;22.92;86.75;.533333
17/11/2015;2.6;1.8;.8;24.2;83;1.666.667
18/11/2015;2.8;5.3;1;24.88;78.75;1.366.667
19/11/2015;3.9;6.7;0;25.28;77.5;1.866.667
20/11/2015;4.2;1;57.6;24.48;82;0
21/11/2015;2.8;0;.2;21.44;88.75;1.966.667
22/11/2015;2;4.2;2.8;23.24;72;1.566.667
23/11/2015;4.2;.1;2.6;22.26;90.5;2.3
24/11/2015;1.3;4.5;2.5;24.44;71.25;2.219.253
25/11/2015;4.5;0;0;23.28;86.5;1.652.587
26/11/2015;2.5;2.1;1.4;22.92;74.25;1.766.667
27/11/2015;5.2;5.2;0;23.4;71;2.866.667
28/11/2015;5.6;8.2;0;24.84;75.5;.533333
29/11/2015;4.6;3.8;2.2;24.92;82.5;1.3
30/11/2015;2.3;.5;72.2;22.32;95;.666667
01/12/2015;1.7;.7;13;21.68;89;2.866.667
02/12/2015;2;.6;1.2;22.92;90.75;1.533.333
03/12/2015;1.8;.3;3.5;22;91.25;1.2
04/12/2015;2.2;1.5;1.8;21.16;89;1.233.333
05/12/2015;1.5;4.6;22.4;23.04;83.5;1.2
06/12/2015;2.5;5.3;1.2;24.32;79.75;1.2
07/12/2015;3.7;0;9.2;21.2;93;1.733.333
08/12/2015;1.3;.1;9.4;21.64;91.25;.533333
09/12/2015;1.3;4.6;1.2;24.84;80.5;.433333
10/12/2015;3;1.2;0;25.76;76.5;1.2
11/12/2015;3.6;6.2;0;25.28;83.75;2.833.333
12/12/2015;3.3;1.9;4.8;23.12;89.25;0
13/12/2015;1.8;3.8;23.6;23.76;82.25;1.1
14/12/2015;2.4;7.6;72.2;24.48;84.75;1.066.667
15/12/2015;3.4;8.9;9.8;26.28;69.25;2.066.667
16/12/2015;5.5;4.8;2.6;24.64;82.75;.533333
17/12/2015;3.5;5.9;0;25.08;75;1.866.667
18/12/2015;4.1;10.4;0;26.44;63.75;2.166.667
19/12/2015;6;7.5;0;25.1;75;.666667
20/12/2015;4.7;6.3;5.4;23.56;83;.666667
21/12/2015;4.2;6.3;1.8;24.16;84.5;3.866.667
22/12/2015;2.3;7.4;12.2;25.12;76.5;.933333
23/12/2015;3.4;10.3;4.2;26.4;70;1.066.667
24/12/2015;5;9;0;26.72;68;2.6
25/12/2015;5.3;8.2;0;27.56;58;1.3
26/12/2015;6.1;7.4;12;25.52;73.5;.533333
27/12/2015;5.3;9;0;26.28;71.25;1
28/12/2015;5.2;6;0;26.12;72.75;1.1
29/12/2015;5.5;.7;2.4;25;74.25;1.433.333
30/12/2015;4.6;3;2.3;26.6;53.25;.833333
31/12/2015;9.4;10;0;28.02;50;1.966.667
01/01/2016;10.6;5.2;0;25.84;null;1.8
02/01/2016;3.9;2.4;22;23.64;null;0
03/01/2016;2.1;.1;37.8;22.44;null;.8
04/01/2016;1.6;6.4;18;23.52;null;3.15
05/01/2016;6.1;7.3;0;24.08;null;2.3
06/01/2016;7.1;12.4;0;24.88;null;1.15
07/01/2016;7.3;12.2;0;26.2;null;2.15
08/01/2016;6.4;6.4;0;26.8;null;2
09/01/2016;5.1;6.8;5.6;26.58;null;.65
10/01/2016;6.8;7.6;2.9;26.2;null;.65
11/01/2016;6;0;16.4;23.68;null;0
12/01/2016;.8;.9;15.6;24.92;null;0
13/01/2016;1.9;0;1.6;25.68;null;2.8
14/01/2016;1.6;1;5.6;24.96;null;.75
15/01/2016;1.3;.1;84.6;23.68;null;1.3
16/01/2016;1.1;0;141.2;21.8;null;1.8
17/01/2016;1.4;0;5.4;19.68;null;1.7
18/01/2016;1.7;0;2;19.84;null;.8
19/01/2016;1.7;0;4.6;20;null;.65
20/01/2016;.8;0;25;21.36;null;1.75
21/01/2016;1.2;2.1;2.8;22.54;null;2.3
22/01/2016;3.3;3.5;.2;22.4;null;2.5
23/01/2016;4.4;5.5;0;23.6;null;1.95
24/01/2016;4.8;4.9;0;23.96;null;1.65
25/01/2016;3.9;6.7;0;24.52;null;0
26/01/2016;3.2;8.8;47.6;25.32;null;1.8
27/01/2016;3.8;9.6;5.6;26.62;null;2.1
28/01/2016;4.9;.3;2.2;24.1;null;1.6
29/01/2016;1.6;0;23.2;23.32;null;.8
30/01/2016;.6;10.7;2;26.54;null;0
31/01/2016;4.6;12.2;0;27.64;null;0
01/02/2016;6.4;12.2;0;27.02;41.75;0
02/02/2016;7.7;12;0;26.12;60.75;0
03/02/2016;8.5;9.2;0;25.76;68.5;null
04/02/2016;6.7;8.8;0;26.08;70.5;null
05/02/2016;5.2;9;0;27.56;57.5;null
06/02/2016;6.2;5.6;0;25.9;76.25;null
07/02/2016;4;2.7;2;25.56;75.25;null
08/02/2016;4.2;8.6;0;26.24;75;null
09/02/2016;4.1;9.7;34.6;27.92;60;null
10/02/2016;5.7;10.3;0;28.36;59.75;null
11/02/2016;6.7;.3;2.6;24.6;87.5;null
12/02/2016;2.2;9.6;11;24.12;67.75;null
13/02/2016;5.8;10.2;0;24.76;67;null
14/02/2016;5.2;9.4;0;26.92;71;null
15/02/2016;4.9;7;0;26.64;72.5;null
16/02/2016;4.5;2.7;20.6;24.58;85.75;null
17/02/2016;1.7;6.2;10.2;24.92;83.5;null
18/02/2016;3.7;7.5;39.2;24.98;77.25;0
19/02/2016;2.7;6;0;25.16;76.5;null
20/02/2016;4.2;6.3;7.2;24.56;77.25;null
21/02/2016;3.1;2.2;6.2;23.04;89.25;null
22/02/2016;1.4;.3;3.2;22.6;89.5;null
23/02/2016;1.2;5.1;26.6;24.04;82.25;null
24/02/2016;2;4.6;3.4;24.52;78.5;null
25/02/2016;3;3.6;11.8;23.64;86.75;null
26/02/2016;1.8;8.5;8.4;25.48;81;null
27/02/2016;3.9;5.4;12.4;25.92;78.75;null
28/02/2016;3.1;7;.4;25.4;80.5;null
29/02/2016;2.7;.7;1.6;22.08;91.5;null
01/03/2016;2.2;0;14.1;20.32;96;null
02/03/2016;.6;0;9;23.28;87.25;null
03/03/2016;1.3;.3;12.4;23.8;90.25;null
04/03/2016;1.5;3.3;4.6;23.28;81;null
05/03/2016;2.7;7.6;7.5;24.48;72.25;null
06/03/2016;3.4;5.4;0;24.52;83;null
07/03/2016;2.6;4.6;13.8;23.36;88;null
08/03/2016;2.7;6.1;26.4;25.08;80;null
09/03/2016;3.6;9.4;0;26.18;66.75;null
10/03/2016;5.2;5.7;0;26;73.75;null
11/03/2016;3.5;1.2;11.2;24.2;89.75;null
12/03/2016;.9;9.6;5.8;24.6;80;null
13/03/2016;3.6;1.8;26.2;23.8;78.5;null
14/03/2016;3.5;7.8;0;24.44;72.25;null
15/03/2016;5;4.1;0;24.36;80.25;null
16/03/2016;4.8;3.4;3.2;22.8;84.25;null
17/03/2016;4.2;3;37;23;95.25;null
18/03/2016;2.3;8.6;8.4;24.68;77.75;null
19/03/2016;4.3;10.5;0;24.94;74.25;null
20/03/2016;5.6;7.7;0;24.76;76;null
21/03/2016;5;9.4;0;24.64;76.75;null
22/03/2016;4.2;8.6;0;24.46;78;null
23/03/2016;3.3;5.5;8.7;24;85;null
24/03/2016;2.3;4.4;53.6;22.8;88.5;null
25/03/2016;2.2;4.8;12.8;23.98;86.5;null
26/03/2016;1.9;.1;15.8;22.96;94.75;null
27/03/2016;.7;6.5;6.7;24.26;82.25;null
28/03/2016;2.6;5.7;2.2;25.42;85.25;null
29/03/2016;3;4.6;10.7;24.76;85;null
30/03/2016;2.1;5;21.2;23.44;84.25;null
31/03/2016;2.2;7.8;2.6;24.56;84.25;null
01/04/2016;2.8;6.6;0;24.2;77.5;null
02/04/2016;3;10.2;12;24.48;78.25;null
03/04/2016;3.2;7.6;0;26.38;73.25;null
04/04/2016;3.8;6.8;0;24.76;77.25;null
05/04/2016;4.3;9.4;0;24.08;73.5;null
06/04/2016;5.3;7.5;0;23.68;74;null
07/04/2016;2.3;8.4;0;23.32;73.75;null
08/04/2016;5;10.1;0;24.4;68.5;null
09/04/2016;5.2;7.5;0;25.08;75.5;null
10/04/2016;4.5;7.4;0;24.8;76.5;null
11/04/2016;4.8;8.4;0;24.96;77.25;null
12/04/2016;4.7;10;0;25.42;67.5;null
13/04/2016;7.5;7.6;0;24.72;75.75;null
14/04/2016;6;9.4;0;25.88;66.75;null
15/04/2016;6.5;10.2;0;25.58;66.75;null
16/04/2016;9;9;0;24.3;70;null
17/04/2016;5.3;9.5;0;24.52;68.5;null
18/04/2016;5.7;10.4;0;25.38;67;0
19/04/2016;5;10.2;0;24.6;69.5;null
20/04/2016;6.1;10.6;0;24.58;68.75;null
21/04/2016;5.3;9.4;0;24.88;64.25;null
22/04/2016;5.5;8.8;0;24.58;65.25;null
23/04/2016;6.4;8.8;0;24.72;68.75;null
24/04/2016;4.8;9.7;0;24.48;65;null
25/04/2016;5.7;10.4;0;23.84;61.5;null
26/04/2016;5.8;3.8;0;25.36;61.75;null
27/04/2016;5.5;0;3;21.52;88;null
28/04/2016;2.3;0;.4;17.28;96;null
29/04/2016;1.7;0;1.5;17.16;89.5;null
30/04/2016;1.5;3.4;12;18.4;86.75;null
01/05/2016;3;9.8;0;17.96;62.75;null
02/05/2016;5;9.9;0;17.16;81;null
03/05/2016;4.7;7.8;0;18.72;70.5;null
04/05/2016;3.8;7;0;19.32;73.5;null
05/05/2016;4.1;5.7;0;20.84;75.25;null
06/05/2016;4.1;3.6;0;21.32;73.75;null
07/05/2016;3;2.3;0;21.28;79;null
08/05/2016;2.6;2.1;0;21.76;83;null
09/05/2016;2.9;2.9;0;22.88;81.25;null
10/05/2016;2.7;.6;0;21.68;81;null
11/05/2016;3;5.6;0;22.28;74.5;null
12/05/2016;3.8;3.3;0;21.24;76;null
13/05/2016;4.5;2.3;.4;19.76;79;null
14/05/2016;3;1.5;0;18.8;79.25;null
15/05/2016;3.3;8.3;0;20.44;71.75;null
16/05/2016;3.9;5.8;0;21.3;71;null
17/05/2016;4.9;3.5;0;20.88;85.25;null
18/05/2016;2.7;.3;.3;19.08;91;null
19/05/2016;1.6;.1;7.2;19.28;85.75;null
20/05/2016;1.9;4.8;0;21.26;81;null
21/05/2016;3.4;.5;0;20.08;86;null
22/05/2016;1.2;7.4;2.2;20.56;82.75;null
23/05/2016;3.1;3.7;.7;18.4;81.5;null
24/05/2016;4.3;8.5;0;16.44;76;null
25/05/2016;3.9;6;0;17.72;73.5;null
26/05/2016;3.9;6.4;0;18.54;80.75;null
27/05/2016;3.2;6;0;19.32;77.5;null
28/05/2016;3.3;7.6;0;19.8;76;null
29/05/2016;4;3.7;0;18.48;80.75;null
30/05/2016;2.3;6.2;0;18.2;84.5;null
31/05/2016;2.7;5.2;1.8;20.44;77;null
01/06/2016;2.5;6.2;1.4;20.8;80;null
02/06/2016;2.6;4.8;4.2;21.2;81.25;null
03/06/2016;2.2;2.3;14;19.28;93.25;null
04/06/2016;1.1;.7;25.6;20.16;93.25;null
05/06/2016;1.1;.3;32.8;20.38;94.5;null
06/06/2016;1;3.5;16.2;22.44;88.5;null
07/06/2016;1.3;.2;23.6;17.84;94.75;null
08/06/2016;.9;0;11;15.96;92.25;null
09/06/2016;1.3;8.8;1.2;15.24;80.75;null
10/06/2016;3.5;1.4;0;15.32;84.25;null
11/06/2016;2.6;9.3;0;13.4;64;null
12/06/2016;4.7;6.8;0;12.76;74;null
13/06/2016;3.2;8.6;0;13.48;70.5;null
14/06/2016;4;10.1;0;14.88;68.5;null
15/06/2016;4;8;0;13.68;82;null
16/06/2016;3.1;7.6;0;15.36;80.5;null
17/06/2016;2.5;7.6;0;15.8;82.25;null
18/06/2016;2.6;7.1;0;17.24;79.25;null
19/06/2016;3.4;3.6;0;17.08;85.25;null
20/06/2016;2.2;0;0;16.36;92.25;null
21/06/2016;.9;.7;0;16.9;90.5;null
22/06/2016;2.5;7.4;2;18;79.75;null
23/06/2016;3.3;6.6;0;17.76;85.25;null
24/06/2016;2.6;.3;0;17.32;84.75;null
25/06/2016;2.1;6.4;0;17.3;82.5;null
26/06/2016;4.3;6.3;0;16.76;75.25;null
27/06/2016;4.2;5;0;16.64;81.5;null
28/06/2016;4.2;6.2;0;18.08;80.5;null
29/06/2016;2.8;8.9;0;19;80.25;null
30/06/2016;2.6;2.5;0;17.92;85;null
01/07/2016;2.1;1.6;0;18.68;88.25;null
02/07/2016;2.6;6.1;.2;19.8;80.25;null
03/07/2016;2.4;8.9;0;18.56;81.5;null
04/07/2016;3.4;9.2;0;17.84;81;null
05/07/2016;2.6;6.5;0;17;83;null
06/07/2016;2.3;9.2;0;19.94;68.5;null
07/07/2016;3.7;9.5;0;18.24;75;null
08/07/2016;4.3;8.6;0;15.68;64.25;null
09/07/2016;5.2;8.1;0;15.18;84;null
10/07/2016;2.5;7.2;0;17.4;78.25;null
11/07/2016;2.8;8.6;0;18.6;78;null
12/07/2016;5.3;9.5;0;20.1;66.25;null
13/07/2016;5.9;9.4;0;19.84;76.25;null
14/07/2016;5.1;6.5;0;19.68;72;null
15/07/2016;3.5;8.5;0;18.64;71.25;null
16/07/2016;4.2;4.6;0;22.78;47.25;null
17/07/2016;9.5;8.9;0;16.56;78;0
18/07/2016;5.1;3.8;0;13.76;71;null
19/07/2016;3.4;1.2;0;13.8;86.25;null
20/07/2016;2.5;3.2;0;16.2;78.75;null
21/07/2016;3.1;0;0;16.2;92.5;null
22/07/2016;2.4;0;0;16.24;76.75;null
23/07/2016;3.4;2.1;0;18.04;82.25;null
24/07/2016;2.1;8.7;0;18.96;72.75;null
25/07/2016;3.1;7.7;0;18.16;77.75;null
26/07/2016;4.5;7;0;18.64;72.5;null
27/07/2016;3.7;9.1;0;18.6;68.5;null
28/07/2016;6.3;.6;.5;16.52;79.75;null
29/07/2016;2.8;0;0;16.44;89.75;null
30/07/2016;2.1;7.4;0;18.84;74;null
31/07/2016;4.9;7;0;20.06;68.25;null
01/08/2016;4.8;9.2;0;18.64;66.5;null
02/08/2016;4.7;8.9;0;19.08;73;null
03/08/2016;6.1;2.9;0;19.04;76.25;null
04/08/2016;5;5.6;0;19.84;73.5;null
05/08/2016;4.4;9.2;0;20.12;68.75;null
06/08/2016;3.6;9.2;0;20.64;62.5;null
07/08/2016;4.9;7.5;0;20.4;72.75;null
08/08/2016;7.1;3.9;0;20.24;76.75;null
09/08/2016;4.1;5.8;0;21.44;72.75;null
10/08/2016;3.9;0;0;16.98;93.75;null
11/08/2016;3;9.8;.4;15.52;56.25;null
12/08/2016;7;9.9;0;14.52;73;null
13/08/2016;4.8;7.7;0;17;70;null
14/08/2016;3.9;8.5;0;18.32;65.25;null
15/08/2016;5.4;8.2;0;21.32;59;null
16/08/2016;6.7;4.8;1.2;20.24;72.5;0
17/08/2016;4.5;8.9;0;21.84;61.75;null
18/08/2016;6.3;6.2;0;21.56;67.75;null
19/08/2016;7.3;7.3;0;21.6;69.75;0
20/08/2016;7.6;.7;0;20.96;89.75;null
21/08/2016;2.1;.7;9.8;18.56;72;null
22/08/2016;5.2;5.6;.1;14.98;75.75;null
23/08/2016;4.6;0;0;16.12;71.75;null
24/08/2016;4;8.3;0;18.04;71;0
25/08/2016;5.7;7.9;0;18.12;66.75;null
26/08/2016;4.5;10.6;0;19.64;57.5;0
27/08/2016;5.7;10.6;0;19.64;60;null
28/08/2016;5.1;10.2;0;21.16;60.25;null
29/08/2016;6.5;10.3;0;22.82;52;null
30/08/2016;8;9.9;0;22.76;55.75;null
31/08/2016;7.1;1.4;0;20.72;77.5;null
01/09/2016;3.2;.7;7.4;19.76;null;null
02/09/2016;3.5;2.9;0;21.48;null;null
03/09/2016;3.8;5.5;0;22.16;null;null
04/09/2016;6.9;9.9;0;23.18;null;1.337.544
05/09/2016;5.8;7;0;22.36;null;null
06/09/2016;5.9;3.5;0;22.16;null;null
07/09/2016;5.2;7.5;0;21.14;null;null
08/09/2016;5.6;2.9;.8;20.3;null;null
09/09/2016;5;0;0;18.88;null;null
10/09/2016;3;4.8;1.6;20.8;null;null
11/09/2016;5.2;8;0;24.16;null;null
12/09/2016;7;8.1;0;23.68;null;null
13/09/2016;9;9.7;5.9;25.18;null;null
14/09/2016;10.2;8.1;0;23.1;null;null
15/09/2016;9.8;6.6;0;20.98;null;0
16/09/2016;8.2;0;0;19.28;null;null
17/09/2016;4;3.2;2.2;20.44;null;null
18/09/2016;3.5;6.8;0;23.92;null;null
19/09/2016;6.5;7.7;1.5;22.28;null;null
20/09/2016;6.5;0;0;17.48;null;null
21/09/2016;3.4;10.2;3.4;18.12;57.25;null
22/09/2016;7.1;7.8;.6;18.48;68;null
23/09/2016;9.7;7.4;0;21.24;55.75;null
24/09/2016;8.5;3.7;0;20.48;73;null
25/09/2016;6.7;0;.1;17.72;91.5;null
26/09/2016;1.7;1;4.3;17.92;80.5;null
27/09/2016;4.2;4.9;0;19.44;68.75;null
28/09/2016;6;5.5;0;20.72;71;null
29/09/2016;4.9;8;0;21.44;61.5;null
30/09/2016;8.8;2;0;18.84;78.75;null
01/10/2016;5.1;0;.4;17;86.75;null
02/10/2016;2.1;3.2;1.8;18.42;84.25;null
03/10/2016;4.2;3;.7;19.52;87;null
04/10/2016;2.6;.7;29.4;19.08;88.75;null
05/10/2016;1.9;5.4;6.9;19.8;76.25;null
06/10/2016;5.1;2.6;0;19.32;88.5;null
07/10/2016;2.7;9.3;1.2;20.24;61;null
08/10/2016;8.2;10.5;0;21.46;63.75;null
09/10/2016;7.4;6.9;0;21.28;66.25;null
10/10/2016;5.9;.2;.1;18.64;87.75;null
11/10/2016;3.2;1.3;1.2;20.24;81.75;null
12/10/2016;4.3;4.8;6;22.78;76;null
13/10/2016;7;8.8;0;26.04;55.25;null
14/10/2016;11.9;2.5;13.8;23.28;84.5;null
15/10/2016;5.2;2.7;7.4;23.64;80;null
16/10/2016;4.6;5.9;3.3;26.2;70.5;null
17/10/2016;6.8;9.3;0;27.08;58.25;null
18/10/2016;8.6;9.2;0;27.32;64.25;null
19/10/2016;9.8;7.6;0;27.68;64.5;null
20/10/2016;10.4;2.2;0;26.4;72;null
21/10/2016;7.7;4.4;.2;24.88;73.25;null
22/10/2016;7.3;0;0;21.4;85;null
23/10/2016;4.3;3.3;0;22.6;74;null
24/10/2016;5.4;2.7;0;24.36;75.25;154.332
25/10/2016;5;0;2;22.92;88.5;null
26/10/2016;4.4;7.3;3.8;26.08;70.5;null
27/10/2016;5.9;7.3;1.8;26.76;62.5;null
28/10/2016;10.5;9.7;0;21.12;64.5;null
29/10/2016;7.5;2.9;2.5;19;69.75;null
30/10/2016;5.4;0;.3;18.76;86.25;null
31/10/2016;3.9;9.2;0;23.04;55.75;null
01/11/2016;8.2;7.6;0;24.28;63;null
02/11/2016;7.6;7.1;0;25.08;66.25;0
03/11/2016;5.7;7.2;.4;23.8;82.25;null
04/11/2016;4.6;0;140.8;19.92;92.75;null
05/11/2016;1.4;.1;1.8;20.2;92.25;null
06/11/2016;1.7;4.2;2.4;20.88;82.25;null
07/11/2016;2.8;6.5;6.4;20.76;81.25;null
08/11/2016;2.8;4.8;44;21.24;78;null
09/11/2016;3.2;10;.3;23.96;67.75;null
10/11/2016;5.3;11;10.6;23.64;74.5;null
11/11/2016;5.7;9.8;42.2;24.22;73;null
12/11/2016;5.8;5.7;2;22.7;80;null
13/11/2016;3.5;0;10;19.84;95.75;null
14/11/2016;.9;0;52.2;19.52;97.75;null
15/11/2016;.1;8.6;33;24.16;69;null
16/11/2016;5.5;10.7;0;24.64;70.75;null
17/11/2016;5.5;9.2;14.4;23.76;80.5;null
18/11/2016;4.1;3.6;27.8;21.88;71.5;null
19/11/2016;7;7;.4;18.32;61;null
20/11/2016;7.9;7.9;0;19.16;62.5;null
21/11/2016;6.2;6.1;0;21.58;67.75;null
22/11/2016;5.1;3.8;0;22.1;80.5;null
23/11/2016;3.7;0;24.8;20.52;91.75;null
24/11/2016;1.7;4.5;0;23.68;72.25;null
25/11/2016;5.3;8.8;0;23.2;69.25;null
26/11/2016;6.2;3.3;0;23.4;75;null
27/11/2016;5;8.8;0;26.32;64.5;null
28/11/2016;6.4;5.3;0;25.4;78;null
29/11/2016;4.1;2.6;12.9;24.28;90.75;null
30/11/2016;2.1;0;17.6;19.8;86.5;null
01/12/2016;2.2;.4;2.8;20;79.25;null
02/12/2016;4.2;0;0;21.92;72.75;null
03/12/2016;3.9;5.8;0;23.8;79.75;null
04/12/2016;3.6;3.6;20.8;23.32;87;null
05/12/2016;2.3;9.9;9.9;22.68;78;null
06/12/2016;5.3;12;0;23.76;62;null
07/12/2016;6.9;11.1;0;24.96;50.75;null
08/12/2016;10;8;0;24.24;74.25;null
09/12/2016;4.4;4;34;23.76;86.25;null
10/12/2016;2.9;6.4;59.8;24.96;82.5;null
11/12/2016;2.9;4.7;4;24.76;82.75;null
12/12/2016;4.4;4.5;24.8;24.82;86.25;null
13/12/2016;2.4;3.2;15.2;23.96;84;null
14/12/2016;3.1;.2;59.4;23.2;91;null
15/12/2016;1.9;0;4.6;19.04;84.75;null
16/12/2016;3;0;.2;19.08;82;null
17/12/2016;2.2;6.2;.2;22.4;75.25;null
18/12/2016;5.8;7.5;0;23.12;76.5;null
19/12/2016;5.4;10.1;14.3;25;64.5;null
20/12/2016;9.8;7.6;0;23.8;71;null
21/12/2016;4.7;9.9;19.4;23.52;77.5;null
22/12/2016;4.1;5.5;6.4;24.18;72.75;null
23/12/2016;3.9;6.7;0;24.64;70;null
24/12/2016;8.2;4.7;0;24.52;72.75;null
25/12/2016;5.7;8.6;6;25.46;69.5;null
26/12/2016;8.9;11.4;0;26.8;61.25;null
27/12/2016;7;12;0;28.08;60.25;null
28/12/2016;7.5;10.9;0;27.8;61.25;null
29/12/2016;7.5;9.4;0;27.54;63.25;null
30/12/2016;8.2;8;0;27.4;79.25;null
31/12/2016;9.3;8.3;0;25.88;76.25;null
01/01/2017;5.6;8.9;22;26.76;null;null
02/01/2017;6.6;5.4;1.8;25.24;null;null
03/01/2017;3;8.7;2.2;24.36;null;null
04/01/2017;3.8;7.3;8.6;25.56;null;null
05/01/2017;4.4;9.1;0;24.72;null;null
06/01/2017;3.6;9.1;14.2;24.44;null;null
07/01/2017;4.2;4.2;6.4;23.8;null;null
08/01/2017;2;8.1;14.2;25.2;null;null
09/01/2017;2.9;3.3;39;24.64;null;null
10/01/2017;3.4;10.3;0;25.06;null;null
